id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
2076,2076,INV-202307-00079,2023-07-10,3719.0,1214,4,250.17,1000.68,pood,Tallinn,järelmaks,Anna,Puusepp,anna.puusepp@hot.ee,+372 8413 1233,Haapsalu,2022-10-01,silver,1966.0
2152,2152,INV-202307-00155,2023-07-10,2277.0,1079,2,242.77,582.72,online,,kaart,Meelis,Lepp,meelis.lepp@outlook.com,+372 5782 9797,Narva,2021-05-17,gold,1988.0
2163,2163,INV-202307-00166,2023-07-10,2855.0,1152,2,107.67,215.34,pood,Tartu,sularaha,Merle,Järv,merle.jarv@outlook.com,+372 5659 1565,Tartu,2021-12-23,,1965.0
2185,2185,INV-202307-00188,2023-07-10,3391.0,1251,1,257.39,257.39,pood,Tallinn,kaart,Lea,Ilves,lea.ilves@hot.ee,+372 5973 6461,Narva,2021-07-14,gold,1961.0
2215,2215,INV-202307-00218,2023-07-10,2889.0,1060,1,239.93,253.26,online,,järelmaks,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
2284,2284,INV-202307-00287,2023-07-10,2353.0,1196,3,32.93,98.79,pood,Pärnu,sularaha,Elis,Põld,,+372 8547 7381,Tallinn,2020-09-23,,1971.0
2296,2296,INV-202307-00299,2023-07-10,2318.0,1310,1,106.21,106.21,online,,kaart,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
2304,2304,INV-202307-00307,2023-07-10,2324.0,1348,1,125.52,125.52,pood,Pärnu,sularaha,Marko,Ilves,marko.ilves@hot.ee,+372 8317 7172,Tartu,2021-08-19,silver,1982.0
2306,2306,INV-202307-00309,2023-07-10,,1215,4,160.91,643.64,pood,Pärnu,sularaha,,,,,,,,
2346,2346,INV-202307-00349,2023-07-10,2849.0,1077,1,62.56,62.56,pood,Tallinn,järelmaks,Kersti,Põld,,+372 5487 9389,Pärnu,2021-07-30,gold,1966.0
2351,2351,INV-202307-00354,2023-07-10,2227.0,1098,1,147.92,147.92,pood,Tallinn,kaart,Mihkel,Rosin,mihkel.rosin@yahoo.com,+372 5230 7791,Narva,2022-05-14,silver,1963.0
2394,2394,INV-202307-00397,2023-07-10,3554.0,1309,3,211.35,634.05,pood,Tartu,kaart,Merike,Raud,merike.raud@outlook.com,+372 8239 4992,Tallinn,2023-05-18,,1974.0
2401,2401,INV-202307-00404,2023-07-10,,1033,5,221.42,1107.1,pood,Tartu,sularaha,,,,,,,,
2061,2061,INV-202307-00064,2023-07-11,3268.0,1323,1,151.08,151.08,online,,kaart,Rain,Puusepp,rain.puusepp@mail.ee,+372 5557 6722,Tartu,2022-03-24,,1998.0
2315,2315,INV-202307-00318,2023-07-11,3605.0,1019,1,80.39,80.39,pood,Tallinn,kaart,Anu,Kuusik,anu.kuusik@mail.ee,+372 8291 0405,Tallinn,2020-02-05,,1982.0
2335,2335,INV-202307-00338,2023-07-11,,1311,2,153.11,306.22,online,,kaart,,,,,,,,
2344,2344,INV-202307-00347,2023-07-11,2026.0,1243,2,184.02,368.04,online,,järelmaks,Kati,Mitt,kati.mitt@gmail.com,+372 5373 7888,Tallinn,2021-12-29,,1969.0
2371,2371,INV-202307-00374,2023-07-11,3233.0,1113,2,86.46,172.92,pood,Tallinn,järelmaks,Marika,Lepp,marika.lepp@yahoo.com,+372 8920 1749,Tartu,2023-06-22,,1974.0
2409,2409,INV-202307-00412,2023-07-11,4949.0,1203,3,17.97,53.91,pood,Tallinn,kaart,Marika,Sepp,marika.sepp@gmail.com,+372 8348 6006,Tallinn,2020-09-17,bronze,1962.0
2046,2046,INV-202307-00049,2023-07-12,2723.0,1328,1,274.87,274.87,pood,Tallinn,sularaha,Reet,Kuusik,,+372 5603 8700,Tartu,2023-04-09,,1998.0
2086,2086,INV-202307-00089,2023-07-12,,1214,1,250.17,250.17,online,,sularaha,,,,,,,,
2097,2097,INV-202307-00100,2023-07-12,3046.0,1109,2,116.2,232.4,pood,Tallinn,järelmaks,Meelis,Põld,meelis.pold2@hot.ee,+372 8325 5486,Rakvere,2021-05-25,gold,1977.0
2147,2147,INV-202307-00150,2023-07-12,3457.0,1171,1,351.62,351.62,pood,Tallinn,sularaha,Kevin,Must,kevin.must@hot.ee,+372 5129 6239,Tallinn,2020-06-01,bronze,1982.0
2189,2189,INV-202307-00192,2023-07-12,3514.0,1131,1,166.27,166.27,pood,Tallinn,järelmaks,Marko,Hurt,marko.hurt@mail.ee,+372 5351 7617,Tartu,2020-07-01,,1991.0
2249,2249,INV-202307-00252,2023-07-12,3606.0,1281,1,292.61,292.61,pood,Tartu,kaart,Rain,Kuusik,rain.kuusik@telia.ee,+372 5334 9712,Narva,2022-01-03,gold,1981.0
2267,2267,INV-202307-00270,2023-07-12,3994.0,1086,4,149.47,597.88,pood,Pärnu,kaart,Andres,Aas,andres.aas@mail.ee,+372 5758 4590,Pärnu,2021-10-28,,1992.0
2291,2291,INV-202307-00294,2023-07-12,2149.0,1238,4,72.73,290.92,pood,Tallinn,järelmaks,Ago,Rand,ago.rand@yahoo.com,+372 5680 4493,Pärnu,2021-07-30,gold,1985.0
2294,2294,INV-202307-00297,2023-07-12,4277.0,1112,2,242.43,484.86,online,,sularaha,Ragnar,Raud,ragnar.raud@hot.ee,+372 8746 9670,Tallinn,2020-09-09,silver,1992.0
2334,2334,INV-202307-00337,2023-07-12,3405.0,1249,1,73.9,73.9,pood,Tallinn,järelmaks,Katrin,Paju,katrin.paju@outlook.com,+372 5769 4412,Pärnu,2020-07-09,bronze,1996.0
2392,2392,INV-202307-00395,2023-07-12,4660.0,1028,1,23.45,23.45,pood,Tartu,kaart,Mart,Teder,mart.teder@hot.ee,+372 8938 3063,Tallinn,2021-12-12,,1962.0
2002,2002,INV-202307-00005,2023-07-13,3410.0,1294,1,53.01,53.01,pood,Pärnu,sularaha,Jüri,Rebane,juri.rebane@mail.ee,+372 8705 2661,Viljandi,2022-08-31,,1976.0
2104,2104,INV-202307-00107,2023-07-13,3350.0,1170,2,158.51,317.02,pood,Pärnu,sularaha,Priit,Rand,priit.rand@telia.ee,+372 8645 9666,Pärnu,2022-11-22,silver,1992.0
2130,2130,INV-202307-00133,2023-07-13,2423.0,1158,1,70.01,70.01,online,,sularaha,Kristjan,Sild,kristjan.sild@mail.ee,+372 5252 1798,Jõhvi,2021-12-07,,1986.0
2166,2166,INV-202307-00169,2023-07-13,2989.0,1117,1,72.58,72.58,pood,Tartu,kaart,Tiit,Järv,,+372 5540 5010,Pärnu,2022-05-27,,1967.0
2212,2212,INV-202307-00215,2023-07-13,,1043,1,164.07,128.44,online,,sularaha,,,,,,,,
2279,2279,INV-202307-00282,2023-07-13,4346.0,1300,1,247.52,247.52,pood,Tallinn,kaart,Arvo,Pärn,arvo.parn@hot.ee,+372 5190 8843,Tallinn,2021-08-28,gold,1964.0
2301,2301,INV-202307-00304,2023-07-13,2008.0,1093,3,271.35,814.05,pood,Tallinn,kaart,Külli,Paas,kulli.paas@mail.ee,+372 8543 4045,Tartu,2020-06-15,gold,1966.0
2374,2374,INV-202307-00377,2023-07-13,3793.0,1285,1,123.64,123.64,online,,sularaha,Lea,Nõmm,lea.nomm@gmail.com,+372 5577 2152,Tallinn,2022-04-20,,1960.0
2384,2384,INV-202307-00387,2023-07-13,4255.0,1195,4,339.21,1356.84,pood,Pärnu,kaart,Liis,Mägi,liis.magi@hot.ee,+372 5697 1673,Rakvere,2020-05-11,silver,1966.0
2014,2014,INV-202307-00017,2023-07-14,3146.0,1222,1,26.62,26.62,pood,Tartu,kaart,Raivo,Kõiv,raivo.koiv@mail.ee,+372 5829 9839,Tallinn,2022-03-07,,1998.0
2019,2019,INV-202307-00022,2023-07-14,,1223,2,319.98,639.96,online,,sularaha,,,,,,,,
2057,2057,INV-202307-00060,2023-07-14,3196.0,1274,1,234.79,234.79,online,,sularaha,Nele,Lass,nele.lass@mail.ee,+372 5499 3738,Tartu,2020-08-14,gold,2005.0
2099,2099,INV-202307-00102,2023-07-14,2631.0,1190,2,138.13,276.26,pood,Tallinn,sularaha,Tõnu,Kivi,tonu.kivi@outlook.com,+372 5752 8504,Narva,2021-12-16,,2002.0
2118,2118,INV-202307-00121,2023-07-14,,1316,1,296.58,296.58,pood,Pärnu,järelmaks,,,,,,,,
2122,2122,INV-202307-00125,2023-07-14,4394.0,1052,2,41.79,83.58,online,,kaart,Sander,Männik,sander.mannik@hot.ee,+372 5518 1511,Tallinn,2020-02-01,gold,1986.0
2153,2153,INV-202307-00156,2023-07-14,3617.0,1332,2,81.85,163.7,pood,Tallinn,sularaha,Jaak,Kull,jaak.kull@gmail.com,+372 5881 5373,Tallinn,2021-07-30,silver,1963.0
2158,2158,INV-202307-00161,2023-07-14,2012.0,1259,1,229.55,229.55,pood,Tartu,järelmaks,Merle,Kukk,merle.kukk@outlook.com,+372 5770 1141,Võru,2022-12-27,silver,1981.0
2162,2162,INV-202307-00165,2023-07-14,4380.0,1278,1,263.13,263.13,online,,järelmaks,Madis,Hurt,madis.hurt@hot.ee,+372 5874 0738,Tartu,2021-12-02,gold,1991.0
2201,2201,INV-202307-00204,2023-07-14,3125.0,1063,2,151.45,302.9,online,,kaart,Piret,Saar,piret.saar@gmail.com,+372 8136 2106,Tallinn,2022-11-07,bronze,1980.0
2263,2263,INV-202307-00266,2023-07-14,,1350,1,270.69,270.69,pood,Tallinn,järelmaks,,,,,,,,
2265,2265,INV-202307-00268,2023-07-14,4949.0,1178,1,105.09,105.09,pood,Pärnu,järelmaks,Marika,Sepp,marika.sepp@gmail.com,+372 8348 6006,Tallinn,2020-09-17,bronze,1962.0
2272,2272,INV-202307-00275,2023-07-14,3646.0,1155,1,209.05,209.05,online,,kaart,Ülle,Valk,ulle.valk@mail.ee,+372 8817 9920,Tartu,2022-08-14,gold,1969.0
2290,2290,INV-202307-00293,2023-07-14,3356.0,1307,4,127.38,509.52,pood,Tallinn,sularaha,Kadri,Pihl,kadri.pihl@telia.ee,+372 8529 0992,Võru,2022-12-04,gold,1985.0
2321,2321,INV-202307-00324,2023-07-14,4422.0,1230,3,55.04,165.12,pood,Tallinn,järelmaks,Rain,Kull,rain.kull@yahoo.com,+372 5613 3531,Tartu,2022-10-21,silver,1960.0
2361,2361,INV-202307-00364,2023-07-14,2163.0,1274,2,234.79,469.58,pood,Tallinn,sularaha,Kadri,Kull,kadri.kull@hot.ee,+372 8816 7765,Viljandi,2021-03-18,,1984.0
2391,2391,INV-202307-00394,2023-07-14,2558.0,1156,1,249.43,221.89,online,,kaart,Hille,Mets,hille.mets@gmail.com,+372 8328 5683,Kuressaare,2022-02-10,,1966.0
2398,2398,INV-202307-00401,2023-07-14,,1173,2,168.82,337.64,pood,Tallinn,sularaha,,,,,,,,
2093,2093,INV-202307-00096,2023-07-15,2504.0,1035,3,65.52,196.56,pood,Tallinn,kaart,Madis,Lass,madis.lass@yahoo.com,+372 5893 4916,Narva,2021-06-20,,1961.0
2106,2106,INV-202307-00109,2023-07-15,3041.0,1013,1,218.99,218.99,pood,Tallinn,järelmaks,Urmas,Raid,urmas.raid@yahoo.com,+372 5231 9395,Tartu,2020-03-11,,1982.0
2111,2111,INV-202307-00114,2023-07-15,3434.0,1021,1,94.65,94.65,pood,Tallinn,sularaha,Rasmus,Rebane,rasmus.rebane@hot.ee,+372 8848 4287,Tallinn,2021-03-09,gold,1992.0
2274,2274,INV-202307-00277,2023-07-15,4024.0,1339,2,35.68,71.36,online,,sularaha,Reet,Kõiv,reet.koiv@mail.ee,+372 5557 5510,Tallinn,2020-10-24,gold,2000.0
2292,2292,INV-202307-00295,2023-07-15,2439.0,1247,1,29.48,29.48,online,,järelmaks,Margus,Mitt,margus.mitt@yahoo.com,+372 8481 8428,Pärnu,2022-08-06,bronze,1972.0
2299,2299,INV-202307-00302,2023-07-15,2641.0,1005,1,169.53,198.29,online,,sularaha,Marit,Järv,marit.jarv@outlook.com,+372 5595 1113,Tallinn,2020-08-14,gold,1981.0
2328,2328,INV-202307-00331,2023-07-15,3556.0,1336,2,376.33,752.66,online,,sularaha,Merike,Vaher,merike.vaher@mail.ee,+372 5848 0334,Tallinn,2022-02-12,silver,1999.0
2338,2338,INV-202307-00341,2023-07-15,2053.0,1237,1,60.8,60.8,pood,Pärnu,sularaha,Sigrid,Vaher,sigrid.vaher@yahoo.com,+372 5199 1707,Tallinn,2020-12-27,,1977.0
2343,2343,INV-202307-00346,2023-07-15,2644.0,1129,3,182.77,548.31,online,,kaart,Tarmo,Hurt,tarmo.hurt@yahoo.com,+372 8857 6420,Võru,2022-01-23,,1996.0
2365,2365,INV-202307-00368,2023-07-15,4203.0,1114,2,74.7,149.4,pood,Tallinn,sularaha,Siim,Koppel,siim.koppel@telia.ee,+372 5619 4845,Tartu,2020-12-28,silver,1980.0
2382,2382,INV-202307-00385,2023-07-15,2530.0,1296,1,301.97,301.97,pood,Pärnu,kaart,Pille,Must,pille.must@mail.ee,+372 8968 6550,Tallinn,2020-04-14,silver,1988.0
2410,2410,INV-202307-00413,2023-07-15,2610.0,1235,2,210.87,421.74,pood,Tallinn,kaart,Tarmo,Mets,tarmo.mets@outlook.com,+372 8767 3182,Narva,2021-08-11,,1968.0
2413,2413,INV-202307-00416,2023-07-15,3719.0,1342,1,208.11,208.11,pood,Tallinn,järelmaks,Anna,Puusepp,anna.puusepp@hot.ee,+372 8413 1233,Haapsalu,2022-10-01,silver,1966.0
2029,2029,INV-202307-00032,2023-07-16,4427.0,1032,1,198.42,198.42,pood,Tartu,järelmaks,Laura,Lõhmus,,+372 8146 1845,Rakvere,2020-07-02,,1993.0
2048,2048,INV-202307-00051,2023-07-16,4684.0,1349,1,154.71,154.71,online,,sularaha,Siim,Arro,siim.arro@gmail.com,+372 8781 6907,Tallinn,2022-02-09,,1987.0
2049,2049,INV-202307-00052,2023-07-16,,1049,2,308.84,617.68,pood,Tallinn,kaart,,,,,,,,
2070,2070,INV-202307-00073,2023-07-16,,1232,3,194.57,583.71,online,,sularaha,,,,,,,,
2073,2073,INV-202307-00076,2023-07-16,2373.0,1053,1,113.86,113.86,pood,Tartu,sularaha,Mart,Mägi,,+372 5236 0291,Pärnu,2020-01-14,silver,1963.0
2081,2081,INV-202307-00084,2023-07-16,4971.0,1162,1,89.39,-89.39,online,,kaart,Ants,Nurk,ants.nurk@yahoo.com,+372 5586 2011,Rakvere,2022-09-23,,1987.0
2083,2083,INV-202307-00086,2023-07-16,2957.0,1324,2,224.19,448.38,pood,Tallinn,kaart,Peeter,Raud,peeter.raud@gmail.com,+372 5792 2389,Tallinn,2023-01-15,,1976.0
2101,2101,INV-202307-00104,2023-07-16,4463.0,1142,2,350.39,614.54,online,,järelmaks,Kristiina,Põld,kristiina.pold@yahoo.com,+372 5486 2341,Pärnu,2023-02-17,silver,1968.0
2129,2129,INV-202307-00132,2023-07-16,4780.0,1222,1,26.62,26.62,online,,järelmaks,Liina,Rand,liina.rand@mail.ee,+372 5585 0704,Tallinn,2021-08-13,gold,1969.0
2140,2140,INV-202307-00143,2023-07-16,4938.0,1218,1,108.09,108.09,online,,kaart,Enn,Liiv,enn.liiv@telia.ee,+372 8602 2508,Tallinn,2020-12-28,bronze,1995.0
2145,2145,INV-202307-00148,2023-07-16,3203.0,1191,3,230.06,690.18,pood,Tallinn,sularaha,Raivo,Paju,raivo.paju@telia.ee,+372 5394 5256,Tallinn,2023-01-23,bronze,2004.0
2176,2176,INV-202307-00179,2023-07-16,3628.0,1217,2,34.04,68.08,pood,Pärnu,järelmaks,Kristjan,Järv,kristjan.jarv@hot.ee,+372 8999 1946,Pärnu,2022-02-24,,1986.0
2194,2194,INV-202307-00197,2023-07-16,2202.0,1278,5,263.13,1315.65,pood,Tartu,järelmaks,Indrek,Org,indrek.org@yahoo.com,+372 5678 1013,Tallinn,2021-02-22,,1991.0
2248,2248,INV-202307-00251,2023-07-16,3605.0,1264,2,221.19,442.38,online,,järelmaks,Anu,Kuusik,anu.kuusik@mail.ee,+372 8291 0405,Tallinn,2020-02-05,,1982.0
2251,2251,INV-202307-00254,2023-07-16,2867.0,1232,2,194.57,389.14,pood,Tallinn,kaart,Mihkel,Kallas,,+372 5424 3890,Tallinn,2021-09-04,gold,1973.0
2276,2276,INV-202307-00279,2023-07-16,4342.0,1143,1,307.83,307.83,online,,kaart,Ülle,Saar,ulle.saar@gmail.com,+372 5649 4613,Pärnu,2023-05-27,silver,1972.0
2278,2278,INV-202307-00281,2023-07-16,3142.0,1190,2,138.13,276.26,online,,järelmaks,Mihkel,Raid,mihkel.raid@telia.ee,+372 5141 2219,Haapsalu,2022-09-06,silver,1980.0
2287,2287,INV-202307-00290,2023-07-16,4920.0,1199,1,276.97,276.97,pood,Tallinn,sularaha,Aili,Kangur,,+372 8246 6137,Tallinn,2020-09-20,silver,1983.0
2293,2293,INV-202307-00296,2023-07-16,2380.0,1039,1,282.95,282.95,pood,Tallinn,sularaha,Marit,Kivi,,+372 5791 6299,Tartu,2020-07-11,gold,1970.0
2307,2307,INV-202307-00310,2023-07-16,4590.0,1083,2,72.14,144.28,online,,sularaha,Jüri,Rosin,juri.rosin@yahoo.com,+372 8591 9600,Tartu,2021-08-26,bronze,2004.0
2327,2327,INV-202307-00330,2023-07-16,3214.0,1225,4,116.87,467.48,pood,Tartu,kaart,Heli,Lõoke,heli.looke@outlook.com,+372 5324 2525,Pärnu,2022-05-01,,1992.0
2339,2339,INV-202307-00342,2023-07-16,4868.0,1110,2,151.08,302.16,pood,Tartu,kaart,Kristjan,Sepp,kristjan.sepp@mail.ee,+372 5587 8127,Tartu,2020-07-26,gold,2004.0
2379,2379,INV-202307-00382,2023-07-16,2924.0,1252,4,77.78,311.12,pood,Tartu,järelmaks,Margus,Veski,margus.veski@hot.ee,+372 8148 9653,Tallinn,2022-08-26,,1963.0
2390,2390,INV-202307-00393,2023-07-16,4597.0,1343,2,63.87,127.74,pood,Tallinn,järelmaks,Terje,Lepp,terje.lepp@yahoo.com,+372 8118 5834,Tartu,2020-04-23,silver,1969.0
2400,2400,INV-202307-00403,2023-07-16,2318.0,1128,3,274.5,823.5,pood,Tartu,sularaha,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
2009,2009,INV-202307-00012,2023-07-17,3522.0,1319,1,290.55,290.55,online,,sularaha,Sirje,Lepp,sirje.lepp@telia.ee,+372 5435 8484,Pärnu,2021-12-01,,1962.0
2016,2016,INV-202307-00019,2023-07-17,3197.0,1066,3,107.26,321.78,pood,Tallinn,kaart,Sander,Lill,sander.lill@outlook.com,+372 5696 3760,Tartu,2021-02-22,silver,1977.0
2020,2020,INV-202307-00023,2023-07-17,2343.0,1187,2,252.33,504.66,pood,Tallinn,kaart,Tarmo,Nõmm,tarmo.nomm@outlook.com,+372 5581 8430,Jõhvi,2020-09-21,gold,1986.0
2144,2144,INV-202307-00147,2023-07-17,3465.0,1285,1,123.64,123.64,online,,sularaha,Liina,Tamm,liina.tamm@telia.ee,+372 5611 5317,Tallinn,2022-02-14,gold,1969.0
2154,2154,INV-202307-00157,2023-07-17,3831.0,1247,2,26.61,58.96,online,,järelmaks,Maris,Rosin,maris.rosin@gmail.com,+372 5907 0225,Tartu,2021-11-22,silver,1964.0
2159,2159,INV-202307-00162,2023-07-17,2394.0,1262,5,128.66,643.3,online,,järelmaks,Marika,Koppel,marika.koppel@yahoo.com,+372 5343 1187,Tallinn,2022-12-05,,1971.0
2164,2164,INV-202307-00167,2023-07-17,3271.0,1337,1,272.05,272.05,online,,kaart,Aivar,Järv,aivar.jarv@outlook.com,+372 5145 3415,Tartu,2023-04-25,,1969.0
2198,2198,INV-202307-00201,2023-07-17,2410.0,1157,2,91.22,182.44,pood,Tartu,järelmaks,Margus,Kukk,margus.kukk2@hot.ee,+372 5904 9689,Tallinn,2020-05-23,,1961.0
2206,2206,INV-202307-00209,2023-07-17,3201.0,1319,2,290.55,581.1,pood,Tallinn,järelmaks,Ago,Kukk,ago.kukk@outlook.com,+372 8933 4806,Tartu,2020-02-03,gold,1962.0
2246,2246,INV-202307-00249,2023-07-17,,1088,1,100.57,100.57,pood,Tallinn,järelmaks,,,,,,,,
2268,2268,INV-202307-00271,2023-07-17,3130.0,1341,1,45.21,45.21,online,,järelmaks,Rasmus,Kull,rasmus.kull@hot.ee,+372 8428 0363,Tartu,2022-05-27,bronze,1996.0
2275,2275,INV-202307-00278,2023-07-17,3011.0,1067,5,15.09,75.45,online,,järelmaks,Ene,Rosin,ene.rosin@hot.ee,+372 5942 3758,Pärnu,2020-05-30,gold,2002.0
2297,2297,INV-202307-00300,2023-07-17,2759.0,1062,2,149.55,299.1,pood,Tallinn,kaart,Erkki,Saar,erkki.saar@gmail.com,+372 5645 6647,Pärnu,2022-05-30,,1981.0
2333,2333,INV-202307-00336,2023-07-17,4742.0,1050,3,145.72,437.16,pood,Pärnu,kaart,Taavi,Aas,taavi.aas@gmail.com,+372 5105 8523,Tartu,2020-08-01,,1980.0
2386,2386,INV-202307-00389,2023-07-17,3946.0,1062,2,149.55,299.1,online,,kaart,Mihkel,Rosin,mihkel.rosin2@yahoo.com,+372 8716 7910,Viljandi,2022-09-20,,1979.0
2415,2415,INV-202307-00418,2023-07-17,4367.0,1216,2,273.06,546.12,online,,kaart,Grete,Koppel,grete.koppel2@gmail.com,+372 5517 0003,Narva,2020-04-27,silver,1962.0
2420,2420,INV-202307-00423,2023-07-17,3206.0,1257,1,81.48,81.48,online,,kaart,Indrek,Laas,indrek.laas@outlook.com,+372 5616 1936,Tallinn,2020-01-08,,1976.0
1998,1998,INV-202307-00001,2023-07-18,2513.0,1136,2,94.25,188.5,online,,kaart,Henri,Arro,henri.arro@gmail.com,+372 5533 2394,Tallinn,2020-08-30,bronze,1982.0
2035,2035,INV-202307-00038,2023-07-18,4640.0,1181,2,142.57,285.14,pood,Tallinn,kaart,Rasmus,Hurt,rasmus.hurt@mail.ee,+372 5677 1300,Tartu,2022-07-23,silver,1971.0
2054,2054,INV-202307-00057,2023-07-18,4054.0,1063,2,151.45,302.9,pood,Pärnu,kaart,Enn,Veski,enn.veski@outlook.com,+372 5714 3221,Tallinn,2022-01-14,,1986.0
2087,2087,INV-202307-00090,2023-07-18,2766.0,1299,1,83.1,83.1,pood,Tallinn,kaart,Tarmo,Luik,tarmo.luik@yahoo.com,+372 5253 3410,Haapsalu,2023-06-02,silver,1982.0
2142,2142,INV-202307-00145,2023-07-18,2972.0,1194,1,84.54,84.54,pood,Tallinn,kaart,Pille,Rand,pille.rand@outlook.com,+372 5862 9106,Tartu,2023-02-19,,1994.0
2173,2173,INV-202307-00176,2023-07-18,4610.0,1298,1,163.53,163.53,online,,sularaha,Andres,Nurk,,+372 5873 5753,Tallinn,2022-08-16,,1999.0
2181,2181,INV-202307-00184,2023-07-18,3605.0,1220,2,26.79,53.58,pood,Tallinn,sularaha,Anu,Kuusik,anu.kuusik@mail.ee,+372 8291 0405,Tallinn,2020-02-05,,1982.0
2227,2227,INV-202307-00230,2023-07-18,2558.0,1091,4,199.8,799.2,pood,Tartu,kaart,Hille,Mets,hille.mets@gmail.com,+372 8328 5683,Kuressaare,2022-02-10,,1966.0
2256,2256,INV-202307-00259,2023-07-18,2221.0,1045,3,176.65,529.95,online,,järelmaks,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
2269,2269,INV-202307-00272,2023-07-18,4312.0,1232,2,194.57,389.14,pood,Tallinn,kaart,Erkki,Hurt,erkki.hurt@mail.ee,+372 5791 5133,Tallinn,2020-01-25,,1980.0
2396,2396,INV-202307-00399,2023-07-18,2272.0,1186,1,234.99,234.99,pood,Tallinn,sularaha,Taavi,Pihl,taavi.pihl@hot.ee,+372 5525 6986,Võru,2020-07-05,,1975.0
2007,2007,INV-202307-00010,2023-07-19,2863.0,1321,2,213.47,366.8,pood,Tallinn,kaart,Maris,Paas,maris.paas@telia.ee,+372 5775 6632,Võru,2021-09-20,gold,1999.0
2021,2021,INV-202307-00024,2023-07-19,4497.0,1137,4,194.46,777.84,online,,sularaha,Rain,Kivi,rain.kivi2@telia.ee,+372 5773 4920,Tartu,2020-11-07,bronze,1975.0
2027,2027,INV-202307-00030,2023-07-19,3532.0,1074,1,65.0,65.0,online,,sularaha,Kadri,Kõiv,kadri.koiv@hot.ee,+372 8637 0766,Tallinn,2022-08-17,gold,2003.0
2067,2067,INV-202307-00070,2023-07-19,2117.0,1221,3,350.19,1050.57,pood,Tallinn,kaart,Merike,Koppel,merike.koppel@outlook.com,+372 8685 2998,Tallinn,2023-05-11,,1960.0
2090,2090,INV-202307-00093,2023-07-19,,1058,2,302.86,605.72,pood,Tartu,kaart,,,,,,,,
2107,2107,INV-202307-00110,2023-07-19,,1267,1,66.88,66.88,pood,Tallinn,sularaha,,,,,,,,
2261,2261,INV-202307-00264,2023-07-19,4178.0,1136,1,94.25,94.25,pood,Tallinn,sularaha,Ago,Lõoke,ago.looke@telia.ee,+372 5121 3969,Jõhvi,2022-06-11,,2004.0
2280,2280,INV-202307-00283,2023-07-19,4164.0,1259,2,229.55,459.1,online,,järelmaks,Hille,Lepik,hille.lepik@hot.ee,+372 8684 5408,Tartu,2021-09-15,gold,1999.0
2310,2310,INV-202307-00313,2023-07-19,4937.0,1266,1,73.18,73.18,pood,Tartu,sularaha,Heino,Tammik,heino.tammik2@mail.ee,+372 5573 8883,Tallinn,2022-03-25,silver,1985.0
2314,2314,INV-202307-00317,2023-07-19,4027.0,1098,2,147.92,295.84,pood,Tartu,kaart,Kati,Kaalep,kati.kaalep2@outlook.com,+372 5637 0222,Kuressaare,2021-01-19,gold,2005.0
2317,2317,INV-202307-00320,2023-07-19,4936.0,1006,1,319.42,319.42,online,,sularaha,Ants,Põld,ants.pold@telia.ee,+372 5645 1925,Pärnu,2021-09-07,gold,1978.0
2340,2340,INV-202307-00343,2023-07-19,2961.0,1097,3,324.38,973.14,pood,Tallinn,järelmaks,Siim,Männik,siim.mannik@yahoo.com,+372 5938 5204,Tallinn,2020-03-05,,1991.0
2356,2356,INV-202307-00359,2023-07-19,2725.0,1068,1,122.45,122.45,online,,kaart,Priit,Kõiv,priit.koiv@hot.ee,+372 5172 0823,Haapsalu,2022-08-19,,1997.0
2387,2387,INV-202307-00390,2023-07-19,4210.0,1133,1,208.72,208.72,pood,Pärnu,kaart,Arvo,Roots,,+372 5221 8297,Tartu,2021-12-07,gold,1980.0
2388,2388,INV-202307-00391,2023-07-19,3136.0,1026,2,166.27,332.54,online,,kaart,Meelis,Lass,meelis.lass@gmail.com,+372 5178 7334,Pärnu,2021-01-21,,1966.0
2416,2416,INV-202307-00419,2023-07-19,3669.0,1013,2,218.99,437.98,pood,Tallinn,kaart,Raivo,Koppel,raivo.koppel2@yahoo.com,+372 5797 7069,Tallinn,2023-04-29,,2005.0
2001,2001,INV-202307-00004,2023-07-20,2273.0,1167,2,270.99,541.98,online,,sularaha,Kaido,Liiv,kaido.liiv@outlook.com,+372 5544 6394,Tartu,2020-12-01,,1996.0
2010,2010,INV-202307-00013,2023-07-20,3182.0,1218,2,108.09,216.18,pood,Pärnu,sularaha,Marko,Lass,marko.lass@mail.ee,+372 5638 9696,Tallinn,2020-02-06,gold,1994.0
2038,2038,INV-202307-00041,2023-07-20,3618.0,1292,1,74.81,74.81,online,,kaart,Tiina,Pärn,tiina.parn@gmail.com,+372 5632 2997,Tartu,2020-08-23,gold,1998.0
2062,2062,INV-202307-00065,2023-07-20,3605.0,1333,2,218.54,437.08,online,,sularaha,Anu,Kuusik,anu.kuusik@mail.ee,+372 8291 0405,Tallinn,2020-02-05,,1982.0
